galaxy,scenario,model,family,points,parameter_count,chi2,chi2_reduced,aicc,delta_aicc,bic,delta_bic,parameters_dimensionless,boundary_parameters,rank,practical_rank,condition_number,maximum_absolute_correlation,optimizer_success
F583-1,heavy,C_L,logsvt,25,2,50.51110956244927,2.1961351983673594,55.05656410790382,45.889125711514374,56.94886121218567,45.889125711514374,"{""C"": 1.5229979744712682e-08, ""L"": 2.929581902963746}","[""logC""]",2,2,19127873.543264024,1.0,True
F583-1,heavy,k2_L_Q,logsvt,25,4,2.6108310496180476,0.12432528807704989,12.610831049618048,3.4433926532286065,15.48633434909085,4.4265988484195535,"{""B"": 0.6286313437955008, ""L"": -0.5611750528091479, ""Q"": 0.16227183772596257, ""u2"": 12.087770974265995}",[],4,4,192.68956951862032,0.8975075704171946,True
IC2574,primary,baryons,logsvt,34,0,13829.857075531061,406.7605022215018,13829.857075531061,13749.28639426652,13829.857075531061,13745.507312692673,{},[],0,0,,,True
IC2574,primary,NFW,nfw,34,2,1149.6337401650687,35.9260543801584,1154.0208369392624,1073.450155674722,1156.686461214301,1072.3366983759124,"{""V200"": 3.0309711114644013, ""c"": 1.0000000000005242}","[""logc""]",2,2,55.5040301102695,0.9992183664504937,True
IC2574,primary,pISO,piso,34,2,90.83141338616501,2.8384816683176566,95.21851016035856,14.647828895818336,97.88413443539733,13.534371597008615,"{""H"": 4.361678686736696, ""Rc"": 0.6016542006898004}",[],2,2,15.051460022546,0.9903036859133043,True
IC2574,primary,cored_log,cored_log,34,2,98.007562198891,3.0627363187153436,102.39465897308455,21.82397770854432,105.06028324812331,20.7105204097346,"{""H"": 2.898163728300975, ""Rc"": 0.8687816956524007}",[],2,2,14.277835041710322,0.9891496800490648,True
IC2574,primary,k2,logsvt,34,2,98.00756219888842,3.062736318715263,102.39465897308197,21.823977708541747,105.06028324812074,20.710520409732027,"{""B"": 0.7245409716058228, ""u2"": 1.3248863979440215}",[],2,2,14.467496621718807,0.9891496807046252,True
IC2574,primary,k2_Q,logsvt,34,3,98.00756247891968,3.161534273513538,104.80756247891968,24.23688121437945,108.58664405276816,24.23688121437945,"{""B"": 0.7245410604630614, ""Q"": 1.522997974473043e-08, ""u2"": 1.3248861696123986}","[""logQ""]",3,2,1595144240.992803,0.9975758072252006,True
IC2574,primary,k2_L,logsvt,34,3,73.77068126454023,2.37969939563033,80.57068126454023,0.0,84.34976283838871,0.0,"{""B"": 1.0630832339026806, ""L"": 0.19721049848234043, ""u2"": 0.6477447017478504}",[],3,3,34.04347396962306,0.9866904839371216,True
IC2574,primary,C_L,logsvt,34,2,1061.4907033957263,33.17158448111645,1065.87780016992,985.3071189053798,1068.5434244449586,984.1936616065699,"{""C"": 1.5229979744712682e-08, ""L"": 1.290266131654614}","[""logC""]",2,2,18188496.520825166,1.0,True
IC2574,primary,k2_L_Q,logsvt,34,4,73.77068130826565,2.4590227102755216,83.14999165309324,2.5793103885530115,87.8761234067303,3.5263605683415875,"{""B"": 1.0630836601951603, ""L"": 0.19721055024115866, ""Q"": 1.522998009855951e-08, ""u2"": 0.6477443505540341}","[""logQ""]",4,3,2000237234.8932364,0.9967193243859981,True
IC2574,light,baryons,logsvt,34,0,17843.102326153916,524.7971272398211,17843.102326153916,17762.22202512639,17843.102326153916,17758.44294355254,{},[],0,0,,,True
IC2574,light,NFW,nfw,34,2,1132.3674063436658,35.38648144823956,1136.7545031178595,1055.8742020903348,1139.4201273928982,1054.760744791525,"{""V200"": 3.3027630837851487, ""c"": 1.000000000008509}","[""logc""]",2,2,60.77492496383827,0.9993518283240929,True
IC2574,light,pISO,piso,34,2,105.93851322992691,3.310578538435216,110.32561000412046,29.445308976595754,112.99123427915923,28.331851677786034,"{""H"": 3.496395383980673, ""Rc"": 0.4736123482531576}",[],2,2,10.632272444274106,0.9817409815751981,True
IC2574,light,cored_log,cored_log,34,2,121.60846711014575,3.800264597192055,125.9955638843393,45.115262856814596,128.66118815937807,44.001805558004875,"{""H"": 2.3675148829972192, ""Rc"": 0.6949667847225706}",[],2,2,9.81252756542115,0.9785718772444645,True
IC2574,light,k2,logsvt,34,2,121.60846711014167,3.8002645971919273,125.99556388433523,45.11526285681052,128.661188159374,44.00180555800081,"{""B"": 0.5918786931342158, ""u2"": 2.0704842764602738}",[],2,2,10.80995044304393,0.9785718736167845,True
IC2574,light,k2_Q,logsvt,34,3,121.60846773755155,3.922853797985534,128.40846773755155,47.52816671002684,132.18754931140003,47.52816671002684,"{""B"": 0.5918786127547627, ""Q"": 1.5229979744780643e-08, ""u2"": 2.0704847657733954}","[""logQ""]",3,2,1565366389.0231051,0.995943425277423,True
IC2574,light,k2_L,logsvt,34,3,74.08030102752471,2.389687129920152,80.88030102752471,0.0,84.6593826013732,0.0,"{""B"": 0.880366077749913, ""L"": 0.29574337818529656, ""u2"": 0.8421653370088423}",[],3,3,28.47695384678482,0.9788752657801665,True
IC2574,light,C_L,logsvt,34,2,1045.4181932538577,32.66931853918305,1049.8052900280513,968.9249890005266,1052.47091430309,967.8115317017168,"{""C"": 1.5229979744712682e-08, ""L"": 1.4105585515367944}","[""logC""]",2,2,18462526.521608565,1.0,True
IC2574,light,k2_L_Q,logsvt,34,4,74.08030109865746,2.4693433699552485,83.45961144348504,2.579310415960336,88.18574319712211,3.526360595748912,"{""B"": 0.8803663484885348, ""L"": 0.2957434304441678, ""Q"": 1.52299797539788e-08, ""u2"": 0.8421649595509794}","[""logQ""]",4,3,1750092457.1307278,0.9960253752675808,True
IC2574,heavy,baryons,logsvt,34,0,10781.998629204063,317.11760674129596,10781.998629204063,10701.790361801837,10781.998629204063,10698.01128022799,{},[],0,0,,,True
IC2574,heavy,NFW,nfw,34,2,1169.3535522236052,36.54229850698766,1173.7406489977989,1093.5323815955737,1176.4062732728376,1092.4189242967639,"{""V200"": 2.7595939053116005, ""c"": 1.0000000001099716}","[""logc""]",2,2,50.794193515866496,0.9990600174458808,True
IC2574,heavy,pISO,piso,34,2,77.66038553974819,2.426887048117131,82.04748231394174,1.8392149117165388,84.71310658898051,0.7257576129068184,"{""H"": 6.389144942974345, ""Rc"": 0.8314655632013049}",[],2,2,24.20431288033191,0.995862160005379,True
IC2574,heavy,cored_log,cored_log,34,2,79.7591560447254,2.492473626397669,84.14625281891895,3.937985416693749,86.81187709395772,2.8245281178840287,"{""H"": 4.066703035437587, ""Rc"": 1.1622702977345951}",[],2,2,23.321833484602383,0.9955091600764142,True
IC2574,heavy,k2,logsvt,34,2,79.75915604472468,2.492473626397646,84.14625281891823,3.9379854166930244,86.811877093957,2.824528117883304,"{""B"": 1.0166760240247923, ""u2"": 0.7402622054195054}",[],2,2,21.676413054616727,0.9955091632829102,True
IC2574,heavy,k2_Q,logsvt,34,3,79.75915612580135,2.572876004058108,86.55915612580135,6.350888723576148,90.33823769964984,6.350888723576148,"{""B"": 1.0166758552579125, ""Q"": 1.5229979744712682e-08, ""u2"": 0.7402623686777027}","[""logQ""]",3,2,1756619522.5325243,0.9991499881432663,True
IC2574,heavy,k2_L,logsvt,34,3,73.4082674022252,2.3680086258782325,80.2082674022252,0.0,83.98734897607369,0.0,"{""B"": 1.339448403755873, ""L"": 0.09555023259687936, ""u2"": 0.4807559716740843}",[],3,3,42.297921899180274,0.992128593326126,True
IC2574,heavy,C_L,logsvt,34,2,1080.0795040162957,33.75248450050924,1084.4666007904893,1004.2583333882642,1087.132225065528,1003.1448760894543,"{""C"": 1.5229979744714684e-08, ""L"": 1.1702100854516417}","[""logC""]",2,2,18312691.806634665,1.0,True
IC2574,heavy,k2_L_Q,logsvt,34,4,73.40826742657852,2.4469422475526175,82.7875777714061,2.5793103691809023,87.51370952504317,3.5263605489694783,"{""B"": 1.3394486380474053, ""L"": 0.0955502536423271, ""Q"": 1.5230001831065726e-08, ""u2"": 0.480755865781034}","[""logQ""]",4,3,2344312882.868259,0.9985973201690241,True
UGC00731,primary,baryons,logsvt,12,0,2334.476624837316,194.539718736443,2334.476624837316,2327.5849518115565,2334.476624837316,2327.9484718453136,{},[],0,0,,,True
UGC00731,primary,NFW,nfw,12,2,3.39591377696522,0.339591377696522,8.729247110298553,1.8375740845386703,8.365727076541221,1.8375740845386694,"{""V200"": 0.8613410681704466, ""c"": 9.523013352113752}",[],2,2,7.311877118011761,0.9483296853145304,True
UGC00731,primary,pISO,piso,12,2,1.5583396924265505,0.15583396924265505,6.891673025759883,0.0,6.528152992002552,0.0,"{""H"": 1.1536354471082984, ""Rc"": 0.10327283054997406}",[],2,2,4.057548251241535,0.8066378089729818,True
UGC00731,primary,cored_log,cored_log,12,2,3.739801928291482,0.3739801928291482,9.073135261624815,2.181462235864932,8.709615227867483,2.181462235864931,"{""H"": 0.9653687105294115, ""Rc"": 0.18616243321010648}",[],2,2,3.1179888620268583,0.6786691271466637,True
UGC00731,primary,k2,logsvt,12,2,3.7398019282914787,0.37398019282914785,9.073135261624813,2.18146223586493,8.709615227867479,2.1814622358649274,"{""B"": 0.2413421787712155, ""u2"": 28.854655540446473}",[],2,2,5.697730754937861,0.6786691083111134,True
UGC00731,primary,k2_Q,logsvt,12,3,3.7398020937107312,0.415533565967859,12.73980209371073,5.848129067950848,11.194522043074732,4.666369051072181,"{""B"": 0.2413421804628246, ""Q"": 1.522997974472399e-08, ""u2"": 28.85465551270715}","[""logQ""]",3,2,315995753.18298805,0.9960344939839224,True
UGC00731,primary,k2_L,logsvt,12,3,2.4293360231850616,0.26992622479834016,11.429336023185062,4.537662997425179,9.884055972549064,3.355902980546512,"{""B"": 0.1948470104231922, ""L"": 0.23865746985581068, ""u2"": 36.45408590855358}",[],3,3,13.269776474884171,0.9684210782694632,True
UGC00731,primary,C_L,logsvt,12,2,32.16522477138756,3.2165224771387555,37.49855810472089,30.60688507896101,37.13503807096356,30.606885078961007,"{""C"": 0.22377495242489517, ""L"": 0.9931698068218665}",[],2,2,4.018512102311602,0.8071232314513416,True
UGC00731,primary,k2_L_Q,logsvt,12,4,1.921962661943743,0.2402453327429679,15.636248376229457,8.744575350469574,11.861589261095745,5.333436269093193,"{""B"": 0.000841776616998227, ""L"": 2.560747231358764, ""Q"": 1.6938847330813271, ""u2"": 0.0006198295041059453}",[],4,2,1014923523.381791,0.9999997515255802,True
UGC00731,light,baryons,logsvt,12,0,2449.634490293903,204.13620752449194,2449.634490293903,2442.693979987925,2449.634490293903,2443.0575000216827,{},[],0,0,,,True
UGC00731,light,NFW,nfw,12,2,3.516561416333629,0.3516561416333629,8.849894749666962,1.9093844436890741,8.48637471590963,1.9093844436890741,"{""V200"": 0.8627688602884762, ""c"": 9.616780959244569}",[],2,2,7.294373485554392,0.9480030600127596,True
UGC00731,light,pISO,piso,12,2,1.6071769726445548,0.16071769726445548,6.940510305977888,0.0,6.576990272220556,0.0,"{""H"": 1.1641373643523514, ""Rc"": 0.10276276431130098}",[],2,2,4.055000770573671,0.8059667856578087,True
UGC00731,light,cored_log,cored_log,12,2,3.7857642280214776,0.37857642280214776,9.119097561354812,2.1785872553769234,8.755577527597477,2.1785872553769217,"{""H"": 0.9745984467911436, ""Rc"": 0.1853281238362529}",[],2,2,3.1146817464705867,0.6775748778237275,True
UGC00731,light,k2,logsvt,12,2,3.7857642280214705,0.37857642280214704,9.119097561354804,2.1785872553769163,8.75557752759747,2.1785872553769146,"{""B"": 0.24364961267562033, ""u2"": 29.115035989995892}",[],2,2,5.693895781932623,0.6775748698080629,True
UGC00731,light,k2_Q,logsvt,12,3,3.7857643903214324,0.4206404878134925,12.785764390321432,5.845254084343544,11.240484339685434,4.663494067464878,"{""B"": 0.2436496152823262, ""Q"": 1.5229979744712682e-08, ""u2"": 29.11503525439507}","[""logQ""]",3,2,349915112.333666,0.9961182218484045,True
UGC00731,light,k2_L,logsvt,12,3,2.506797853844672,0.27853309487163025,11.506797853844672,4.566287547866784,9.961517803208674,3.3845275309881178,"{""B"": 0.197867477149876, ""L"": 0.23531959431818028, ""u2"": 36.556588156840945}",[],3,3,13.223301444979466,0.9683858423825166,True
UGC00731,light,C_L,logsvt,12,2,33.15395759440906,3.315395759440906,38.48729092774239,31.546780621764505,38.12377089398506,31.546780621764505,"{""C"": 0.2280883261272553, ""L"": 1.0007249454099898}",[],2,2,3.972597141105333,0.807612529719684,True
UGC00731,light,k2_L_Q,logsvt,12,4,0.5416931822913147,0.06771164778641434,14.25597889657703,7.315468590599142,10.481319781443316,3.9043295092227606,"{""B"": 0.08106081701297488, ""L"": 1.5944962959527182, ""Q"": 0.9832382673252698, ""u2"": 43.57030846073866}",[],4,4,50.2747389954462,0.9822759184487844,True
UGC00731,heavy,baryons,logsvt,12,0,2230.488071367217,185.87400594726807,2230.488071367217,2223.6426466176877,2230.488071367217,2224.006166651445,{},[],0,0,,,True
UGC00731,heavy,NFW,nfw,12,2,3.2780904718063235,0.32780904718063236,8.611423805139657,1.7659990556103713,8.247903771382324,1.7659990556103713,"{""V200"": 0.8599401555345275, ""c"": 9.428335488859167}",[],2,2,7.33011944235788,0.9486664079612063,True
UGC00731,heavy,pISO,piso,12,2,1.512091416195952,0.1512091416195952,6.845424749529285,0.0,6.481904715771953,0.0,"{""H"": 1.1431557499260563, ""Rc"": 0.10379883467333846}",[],2,2,4.060256741636923,0.8073312816325013,True
UGC00731,heavy,cored_log,cored_log,12,2,3.69540368097129,0.369540368097129,9.028737014304623,2.1833122647753376,8.66521698054729,2.1833122647753376,"{""H"": 0.9561541239489201, ""Rc"": 0.18702295286673673}",[],2,2,3.1214166667407963,0.6797977181207524,True
UGC00731,heavy,k2,logsvt,12,2,3.6954036809712876,0.36954036809712876,9.028737014304621,2.183312264775336,8.665216980547289,2.183312264775336,"{""B"": 0.23903853062462738, ""u2"": 28.589738609907606}",[],2,2,5.701701927963089,0.6797976972838208,True
UGC00731,heavy,k2_Q,logsvt,12,3,3.695403849447353,0.41060042771637256,12.695403849447352,5.849979099918067,11.150123798811354,4.668219083039401,"{""B"": 0.2390385319970826, ""Q"": 1.5229979744712682e-08, ""u2"": 28.589738754958137}","[""logQ""]",3,2,320555841.0986432,0.995991876821531,True
UGC00731,heavy,k2_L,logsvt,12,3,2.353379724362719,0.2614866360403021,11.35337972436272,4.507954974833434,9.808099673726721,3.326194957954768,"{""B"": 0.19182718098448642, ""L"": 0.2419933477518118, ""u2"": 36.348604350953984}",[],3,3,13.320275138807544,0.9684576340093439,True
UGC00731,heavy,C_L,logsvt,12,2,31.190781170385996,3.1190781170385997,36.52411450371933,29.678689754190046,36.160594469962,29.678689754190046,"{""C"": 0.21947251944272633, ""L"": 0.9856049035697274}",[],2,2,4.066730596246169,0.8066313814104004,True
UGC00731,heavy,k2_L_Q,logsvt,12,4,0.5164258223605868,0.06455322779507335,14.2307115366463,7.385286787117015,10.456052421512588,3.974147705740635,"{""B"": 0.07866135365597182, ""L"": 1.5577416002889513, ""Q"": 0.9513294441539752, ""u2"": 43.108981697679596}",[],4,4,50.734422187080064,0.9822289704089848,True
UGC07399,primary,baryons,logsvt,10,0,3291.413859907484,329.1413859907484,3291.413859907484,3283.9262114317276,3291.413859907484,3285.0353269600255,{},[],0,0,,,True
UGC07399,primary,NFW,nfw,10,2,8.10823285839674,1.0135291072995924,13.822518572682453,6.334870096926126,12.713403044384831,6.334870096926127,"{""V200"": 0.8059776047326423, ""c"": 17.613668511484168}",[],2,2,8.777810850090747,0.9715716217287736,True
UGC07399,primary,pISO,piso,10,2,1.7733627614706127,0.22167034518382658,7.487648475756327,0.0,6.378532947458704,0.0,"{""H"": 1.3126231739171335, ""Rc"": 0.12563893140347565}",[],2,2,4.720109704058301,0.8733690836156885,True
UGC07399,primary,cored_log,cored_log,10,2,3.6735074817963937,0.4591884352245492,9.387793196082107,1.9001447203257804,8.278677667784486,1.9001447203257813,"{""H"": 1.0626850742422396, ""Rc"": 0.2200064502777957}",[],2,2,3.660306367246278,0.7862308899494735,True
UGC07399,primary,k2,logsvt,10,2,3.6735074817963875,0.45918843522454844,9.387793196082102,1.900144720325775,8.278677667784478,1.9001447203257742,"{""B"": 0.2656712683842272, ""u2"": 20.65994558782629}",[],2,2,6.438092708716638,0.7862308842891028,True
UGC07399,primary,k2_Q,logsvt,10,3,3.673507834062418,0.5247868334374883,13.673507834062418,6.185859358306091,10.581263113044557,4.202730165585852,"{""B"": 0.2656712708046659, ""Q"": 1.5229979744712735e-08, ""u2"": 20.659945272340146}","[""logQ""]",3,2,342684643.75485164,0.9970134871995343,True
UGC07399,primary,k2_L,logsvt,10,3,1.070782272857382,0.15296889612248313,11.070782272857382,3.5831337971010555,7.978537551839519,1.600004604380815,"{""B"": 0.20159748562746502, ""L"": 0.3286277793267572, ""u2"": 27.106714179148447}",[],3,3,14.245219002897526,0.9657208530008252,True
UGC07399,primary,C_L,logsvt,10,2,39.417273257998175,4.927159157249772,45.13155897228389,37.64391049652757,44.02244344398627,37.64391049652757,"{""C"": 0.20674848314249097, ""L"": 1.1752854953251364}",[],2,2,4.581755358657043,0.8448517965946908,True
UGC07399,primary,k2_L_Q,logsvt,10,4,1.0707823057853998,0.17846371763089997,17.0707823057854,9.583133830029073,10.281122677761584,3.9025897303028794,"{""B"": 0.2015974818237375, ""L"": 0.3286278104893332, ""Q"": 1.5229979744712682e-08, ""u2"": 27.106714496948996}","[""logQ""]",4,3,940600094.9124115,0.9975064044488071,True
UGC07399,light,baryons,logsvt,10,0,3804.404809775853,380.4404809775853,3804.404809775853,3797.0142041322206,3804.404809775853,3798.123319660518,{},[],0,0,,,True
UGC07399,light,NFW,nfw,10,2,7.511155067013807,0.9388943833767259,13.22544078129952,5.834835137666736,12.1163252530019,5.8348351376667384,"{""V200"": 0.7868304404644773, ""c"": 18.86534883687315}",[],2,2,8.467901479548468,0.9688795478394443,True
UGC07399,light,pISO,piso,10,2,1.67631992934707,0.20953999116838376,7.390605643632784,0.0,6.281490115335162,0.0,"{""H"": 1.3213607904634603, ""Rc"": 0.11763044998552745}",[],2,2,4.6435890118142025,0.8643588486073237,True
UGC07399,light,cored_log,cored_log,10,2,3.8733851974353257,0.4841731496794157,9.58767091172104,2.197065268088255,8.478555383423418,2.197065268088256,"{""H"": 1.0764364739869368, ""Rc"": 0.20726537079868923}",[],2,2,3.5906054938415175,0.7695663657714314,True
UGC07399,light,k2,logsvt,10,2,3.873385197435332,0.4841731496794165,9.587670911721046,2.197065268088262,8.478555383423423,2.197065268088261,"{""B"": 0.2691091184044761, ""u2"": 23.278045105609824}",[],2,2,6.383488912820695,0.7695663702851177,True
UGC07399,light,k2_Q,logsvt,10,3,3.8733855830916903,0.5533407975845271,13.87338558309169,6.482779939458905,10.781140862073828,4.499650746738666,"{""B"": 0.26910912013299376, ""Q"": 1.5229979744718744e-08, ""u2"": 23.278044987511063}","[""logQ""]",3,2,352656969.25838464,0.9972709548322215,True
UGC07399,light,k2_L,logsvt,10,3,0.9338136801614912,0.13340195430878446,10.933813680161492,3.543208036528708,7.841568959143629,1.5600788438084674,"{""B"": 0.2058487797746569, ""L"": 0.3334273861219078, ""u2"": 30.674810597228014}",[],3,3,13.736688145396647,0.9641935128313902,True
UGC07399,light,C_L,logsvt,10,2,41.83780058022991,5.229725072528739,47.552086294515625,40.161480650882844,46.442970766218004,40.161480650882844,"{""C"": 0.23645397123031522, ""L"": 1.1729066431179418}",[],2,2,4.213746298129624,0.845732227631762,True
UGC07399,light,k2_L_Q,logsvt,10,4,0.9338137100121504,0.1556356183353584,16.933813710012153,9.543208066379368,10.144154081988335,3.862663966653173,"{""B"": 0.20584877740128876, ""L"": 0.3334274108212137, ""Q"": 1.5229979744814187e-08, ""u2"": 30.674810614984764}","[""logQ""]",4,3,1130732564.2546883,0.9987118958696107,True
UGC07399,heavy,baryons,logsvt,10,0,2878.2589211326094,287.8258921132609,2878.2589211326094,2870.645974234999,2878.2589211326094,2871.755089763297,{},[],0,0,,,True
UGC07399,heavy,NFW,nfw,10,2,8.839841107087798,1.1049801383859748,14.554126821373512,6.94117992376316,13.44501129307589,6.941179923763161,"{""V200"": 0.829085535686491, ""c"": 16.35856539491001}",[],2,2,9.155730498314327,0.9743437319900282,True
UGC07399,heavy,pISO,piso,10,2,1.8986611833246367,0.2373326479155796,7.612946897610351,0.0,6.503831369312729,0.0,"{""H"": 1.306944382385786, ""Rc"": 0.13477203050620593}",[],2,2,4.811891381830762,0.8826887865986088,True
UGC07399,heavy,cored_log,cored_log,10,2,3.45655116454936,0.43206889556867,9.170836878835074,1.5578899812247222,8.061721350537452,1.557889981224723,"{""H"": 1.050877336595382, ""Rc"": 0.23433287610230688}",[],2,2,3.7372788746187107,0.8030419337422688,True
UGC07399,heavy,k2,logsvt,10,2,3.4565511645493574,0.4320688955686697,9.170836878835072,1.5578899812247204,8.06172135053745,1.5578899812247213,"{""B"": 0.2627193351293008, ""u2"": 18.21098964918316}",[],2,2,6.490916648824808,0.8030419329936174,True
UGC07399,heavy,k2_Q,logsvt,10,3,3.4565514798911128,0.49379306855587324,13.456551479891113,5.843604582280761,10.364306758873251,3.8604753895605226,"{""B"": 0.2627193367582391, ""Q"": 1.5229979744712682e-08, ""u2"": 18.21098962679172}","[""logQ""]",3,2,391924382.3529966,0.9970980588118313,True
UGC07399,heavy,k2_L,logsvt,10,3,1.2580516530221282,0.17972166471744688,11.258051653022129,3.6451047554117775,8.165806932004266,1.661975562691537,"{""B"": 0.19876010423524007, ""L"": 0.31839349277241064, ""u2"": 23.61812709071754}",[],3,3,14.860225545593826,0.9673603434690188,True
UGC07399,heavy,C_L,logsvt,10,2,37.08799791831689,4.635999739789611,42.8022836326026,35.18933673499225,41.69316810430498,35.18933673499225,"{""C"": 0.17715871011748952, ""L"": 1.1774777724010894}",[],2,2,5.112120171532534,0.843957380356533,True
UGC07399,heavy,k2_L_Q,logsvt,10,4,1.2580516902893446,0.20967528171489078,17.258051690289342,9.64510479267899,10.468392062265528,3.964560692952799,"{""B"": 0.19876010224171248, ""L"": 0.3183935139085941, ""Q"": 1.522997974504972e-08, ""u2"": 23.618127124227414}","[""logQ""]",4,3,1062407443.205428,0.9964751423178724,True
