lambda_perp,sqrt_lambda,opposite_R_cap,same_R_cap,opposite_over_same,same_over_opposite
1.0,1.0,3.52618489717,3.20281648576,1.1009637651260145,0.908295106229533
10.0,3.1622776601683795,8.74465417062,18.135015002,0.4821972394098161,2.073840159732036
100.0,10.0,27.2110915763,35.6650549802,0.7629622775404847,1.3106807891258259
2000.0,44.721359549995796,47.5577643408,36.6791034286,1.2965901533928312,0.7712537361040929
