lambda_perp,sqrt_lambda,opposite_cos_phi,same_cos_phi,opposite_over_same,same_over_opposite
0.0,0.0,0.952665295303,0.942908573748,1.0103474735797742,0.989758500070167
1.0,1.0,0.82308204348,0.762168225628,1.0799217492986002,0.9259930181510756
10.0,3.1622776601683795,0.801943563992,0.735153213533,1.090852286611139,0.9167144005414498
100.0,10.0,0.679679662987,0.59373563185,1.1447513447512152,0.8735521513777531
2000.0,44.721359549995796,0.708764962464,0.7572055892,0.9360271141326646,1.0683451204579832
