bounds,scenario,galaxy,points,model,family,parameter_count,chi2,chi2_reduced,aicc,delta_aicc,bic,delta_bic,condition_number,practical_rank,rank,maximum_absolute_correlation,boundary_parameters,parameters_dimensionless,delta_aicc_vs_pISO,delta_bic_vs_pISO,delta_aicc_vs_cored_log,delta_bic_vs_cored_log
expanded,heavy,NGC5055,28,k2_L,logsvt,3,2671.8347686834213,106.87339074733686,2678.8347686834213,0.0,2681.831382213947,0.0,76.42207355378078,3,3,0.9718769948881262,,"{""B"": 1.7854836248561008, ""L"": -5.729093902423399, ""u2"": 3.991435342827406}",-11636.463085135401,-11635.650880625224,-11624.314399958064,-11623.502195447887
expanded,heavy,NGC5055,28,k2_L_Q,logsvt,4,2671.834768714263,111.32644869642763,2681.5738991490457,2.7391304656243847,2685.163586754964,3.3322045410168357,,3,3,0.9718769920707654,logQ,"{""B"": 1.7854836325732155, ""L"": -5.729093912840798, ""Q"": 3.775135113947064e-11, ""u2"": 3.9914353229194783}",-11633.723954669777,-11632.318676084207,-11621.57526949244,-11620.16999090687
expanded,heavy,NGC5055,28,k12,logsvt,3,14298.669168803899,571.946766752156,14305.669168803899,11626.834400120479,14308.665782334425,11626.834400120479,1084289172.0768957,2,3,0.9996224377494204,,"{""B"": 0.4060104988455412, ""u1"": 4.181169054555121e-11, ""u2"": 0.815753624783639}",-9.628685014922667,-8.816480504747233,2.5200001624143624,3.3322046725897962
expanded,heavy,NGC5055,28,k12_Q,logsvt,4,14209.900286055963,592.0791785856651,14219.639416490745,11540.804647807323,14223.229104096665,11541.397721882717,1088613215.6065996,3,4,0.9999999817436064,logu1,"{""B"": 37317.82094452371, ""Q"": 358.7422338307589, ""u1"": 3.775134544279111e-11, ""u2"": 0.002412818891927724}",-95.65843732807662,-94.25315874250737,-83.50975215073959,-82.10447356517034
expanded,heavy,NGC5055,28,k12_L,logsvt,4,2671.834768710928,111.32644869628867,2681.5738991457106,2.7391304622892676,2685.163586751629,3.3322045376817186,8.646473916433428e+17,3,3,0.9718769947751802,,"{""B"": 1.785483631571077, ""L"": -5.729093891154503, ""u1"": 3.7944965979678484e-11, ""u2"": 3.9914353050847313}",-11633.72395467311,-11632.318676087543,-11621.575269495774,-11620.169990910206
expanded,heavy,NGC5055,28,k12_L_Q,logsvt,5,2671.834768741896,116.16672907573461,2684.5620414691684,5.727272785747118,2688.495791292772,6.664409078824974,1.3425026534512343e+18,3,4,1.0,logQ,"{""B"": 1.7854836416208117, ""L"": -5.72909394628216, ""Q"": 3.775134545416728e-11, ""u1"": 3.812147329864551e-11, ""u2"": 3.9914353249672105}",-11630.735812349652,-11628.9864715464,-11618.587127172315,-11616.837786369062
expanded,heavy,NGC5055,28,C,logsvt,1,36971.82931666522,1369.3270117283416,36973.983162819066,34295.14839413564,36975.161521175396,34293.33013896145,1.0,1,1,0.0,,"{""C"": 0.13842958888438656}",22658.685309000244,22657.679258336226,22670.83399417758,22669.827943513563
expanded,heavy,NGC5055,28,C_Q,logsvt,2,36971.82931849058,1421.9934353265608,36976.30931849058,34297.47454980716,36978.493727510926,34296.66234529698,,1,1,0.0,logQ,"{""C"": 0.13842958188985227, ""Q"": 3.775134544279111e-11}",22661.01146467176,22661.011464671756,22673.160149849096,22673.160149849093
expanded,heavy,NGC5055,28,C_L,logsvt,2,17852.473746671858,686.6336056412254,17856.953746671858,15178.118977988437,17859.13815569221,15177.306773478263,,1,1,0.0,logC,"{""C"": 3.7751345866453855e-11, ""L"": 0.5974001614034966}",3541.6558928530358,3541.6558928530376,3553.804578030373,3553.8045780303746
expanded,heavy,NGC5055,28,C_L_Q,logsvt,3,17852.47374687186,714.0989498748744,17859.47374687186,15180.638978188439,17862.470360402385,15180.638978188439,,1,1,0.0,logC,"{""C"": 3.7751826055779095e-11, ""L"": 0.5974001764621312, ""Q"": 3.797146600766418e-11}",3544.1758930530377,3544.988097563213,3556.3245782303748,3557.13678274055
expanded,heavy,NGC5055,28,C_k1,logsvt,3,17852.474528080485,714.0989811232195,17859.474528080485,15180.639759397065,17862.47114161101,15180.639759397065,,2,2,1.0,logC;logB,"{""B"": 1202604.2783905026, ""C"": 3.775134544279111e-11, ""u1"": 2.483777341609246e-07}",3544.1766742616637,3544.988878771839,3556.3253594390007,3557.137563949176
expanded,heavy,NGC5055,28,C_k1_Q,logsvt,4,17852.47452828037,743.8531053450155,17862.213658715154,15183.378890031734,17865.80334632107,15183.971964107124,,2,2,1.0,logC;logB;logQ,"{""B"": 1202603.4912576503, ""C"": 3.776036266398422e-11, ""Q"": 3.775178007773128e-11, ""u1"": 2.4837789640535344e-07}",3546.9158048963327,3548.3210834818983,3559.0644900736697,3560.4697686592353
expanded,heavy,NGC5055,28,C_k1_L,logsvt,4,17852.473746682394,743.8530727784331,17862.212877117177,15183.378108433757,17865.802564723093,15183.971182509147,,1,2,1.0,,"{""B"": 6.356347442337672e-11, ""C"": 3.7915670844760286e-11, ""L"": 0.597400218494705, ""u1"": 6.368176907214497e-11}",3546.9150232983557,3548.3203018839213,3559.0637084756927,3560.4689870612583
expanded,heavy,NGC5055,28,C_k1_L_Q,logsvt,5,17852.473774787937,776.1945119473016,17865.20104751521,15186.366278831789,17869.134797338815,15187.303415124868,4153985320.244502,1,5,1.0,,"{""B"": 0.00020283800352117565, ""C"": 3.353575532510392e-10, ""L"": 0.5974001694258846, ""Q"": 1.7643041045985872e-09, ""u1"": 1.3711414002409287e-06}",3549.9031936963875,3551.6525344996426,3562.0518788737245,3563.8012196769796
expanded,heavy,NGC5055,28,C_k2,logsvt,3,14298.669170896463,571.9467668358585,14305.669170896463,11626.83440221304,14308.665784426988,11626.83440221304,,2,2,0.9960316532249129,logC,"{""B"": 0.4060164378873568, ""C"": 3.775134544279111e-11, ""u2"": 0.8157358724043391}",-9.628682922359076,-8.816478412183642,2.5200022549779533,3.332206765153387
expanded,heavy,NGC5055,28,C_k2_Q,logsvt,4,14209.88388268251,592.0784951117713,14219.623013117292,11540.788244433872,14223.212700723212,11541.381318509266,6478446070641.874,3,4,1.0,,"{""B"": 38232.366671252814, ""C"": 6.68379279508765e-11, ""Q"": 363.13583625747583, ""u2"": 0.0023838323568473978}",-95.67484070152932,-94.26956211596007,-83.52615552419229,-82.12087693862304
expanded,heavy,NGC5055,28,C_k2_L,logsvt,4,2671.834769001879,111.32644870841163,2681.5738994366616,2.7391307532402607,2685.16358704258,3.3322048286327117,16185953609.365856,3,4,0.9999794092975173,logC,"{""B"": 1.785483633931515, ""C"": 3.775134544279111e-11, ""L"": -5.729093918023991, ""u2"": 3.991435323441511}",-11633.72395438216,-11632.318675796592,-11621.575269204823,-11620.169990619255
expanded,heavy,NGC5055,28,C_k2_L_Q,logsvt,5,2671.8347690328037,116.16672908838277,2684.562041760076,5.72727307665491,2688.49579158368,6.664409369732766,311277233552.94635,3,5,1.0,logC;logQ,"{""B"": 1.7854835772247493, ""C"": 3.775134544582181e-11, ""L"": -5.729093683608915, ""Q"": 3.7751345660040117e-11, ""u2"": 3.991435264604781}",-11630.735812058745,-11628.986471255492,-11618.587126881408,-11616.837786078155
expanded,heavy,NGC5055,28,C_k12,logsvt,4,14298.66917502475,595.7778822926979,14308.408305459532,11629.573536776112,14311.997993065452,11630.166610851506,2.4127825987937174e+20,2,3,1.0,,"{""B"": 0.4060137228867194, ""C"": 7.84156411498021e-11, ""u1"": 4.5681400177293853e-10, ""u2"": 0.8157441503645294}",-6.88954835928962,-5.484269773720371,5.259136818047409,6.664415403616658
expanded,heavy,NGC5055,28,C_k12_Q,logsvt,5,14209.904255834956,617.8219241667372,14222.631528562228,11543.796759878805,14226.565278385831,11544.733896171885,,3,4,0.9999999809339504,logu1,"{""B"": 35814.3303523629, ""C"": 3.877220338366245e-11, ""Q"": 351.4317920278486, ""u1"": 3.775134544279111e-11, ""u2"": 0.0024630795183299948}",-92.66632525659406,-90.91698445334077,-80.51764007925703,-78.76829927600375
expanded,heavy,NGC5055,28,C_k12_L,logsvt,5,2671.834769128095,116.16672909252587,2684.5620418553676,5.727273171946308,2688.4957916789713,6.664409465024164,,3,4,0.9971542298285113,logC,"{""B"": 1.7854836311332605, ""C"": 3.775151852988585e-11, ""L"": -5.729093911327913, ""u1"": 1.7410899259189764e-10, ""u2"": 3.991435329051692}",-11630.735811963454,-11628.9864711602,-11618.587126786117,-11616.837785982863
expanded,heavy,NGC5055,28,C_k12_L_Q,logsvt,6,2671.8347697642057,121.44703498928207,2687.8347697642057,9.000001080784386,2691.827996825257,9.996614611309724,,3,5,0.9999695592866439,logC;logQ,"{""B"": 1.7854836451804508, ""C"": 3.775134555905199e-11, ""L"": -5.729093969226614, ""Q"": 3.775142092723424e-11, ""u1"": 1.0090805389787522e-09, ""u2"": 3.991435343427346}",-11627.463084054616,-11625.654266013915,-11615.314398877279,-11613.505580836578
expanded,heavy,NGC5055,28,cored_log,cored_log,2,14298.669168641485,549.9488141785187,14303.149168641485,11624.314399958064,14305.333577661835,11623.502195447887,23.457073451877225,2,2,0.9960314214994922,,"{""H"": 1.6240334575776627, ""Rc"": 1.1071814718771549}",-12.148685177337029,-12.148685177337029,0.0,0.0
expanded,heavy,NGC5055,28,pISO,piso,2,14310.817853818822,550.416071300724,14315.297853818822,11636.463085135401,14317.482262839172,11635.650880625224,28.69095472476007,2,2,0.9972772723620799,,"{""H"": 2.825700306182294, ""Rc"": 0.8510984219475592}",0.0,0.0,12.148685177337029,12.148685177337029
expanded,heavy,NGC5055,28,NFW,nfw,2,18110.98109310317,696.5761958885835,18115.46109310317,15436.62632441975,18117.645502123523,15435.814119909577,61.91305437603627,2,2,0.9988272129919955,logc,"{""V200"": 1.7316469906450893, ""c"": 0.500000000000034}",3800.1632392843494,3800.163239284351,3812.3119244616864,3812.3119244616882
expanded,heavy,NGC6946,58,baryons,logsvt,0,2176.7980880019936,37.531001517275755,2176.7980880019936,1967.8814967211367,2176.7980880019936,1962.1446121339418,,0,0,,,{},1631.1860718342,1627.283367631289,1631.5668011266912,1627.66409692378
expanded,heavy,NGC6946,58,Q,logsvt,1,2176.798088176728,38.18944014345137,2178.8695167481565,1969.9529254672996,2180.8585311872744,1966.2050553192225,,0,0,0.0,logQ,"{""Q"": 3.77513455378034e-11}",1633.2575005803628,1631.3438108165697,1633.638229872854,1631.7245401090609
expanded,heavy,NGC6946,58,L,logsvt,1,800.6803598094731,14.047023856306545,802.7517883809016,593.8351971000446,804.7408028200196,590.0873269519677,1.0,1,1,0.0,,"{""L"": 0.3689707378627392}",257.139772213108,255.22608244931496,257.5205015055992,255.60681174180615
expanded,heavy,NGC6946,58,L_Q,logsvt,2,800.6803598279776,14.297863568356743,804.8985416461594,595.9819503653024,808.8012458490704,594.1477699810187,7441193175.741459,1,2,1.0,logQ,"{""L"": 0.3689707380956011, ""Q"": 3.775134593027768e-11}",259.2865254783658,259.2865254783658,259.66725477085697,259.66725477085697
expanded,heavy,NGC6946,58,k1,logsvt,2,800.680387553666,14.297864063458322,804.8985693718479,595.9819780909909,808.8012735747589,594.147797706707,87336873.32775174,2,2,1.0,logB,"{""B"": 1202604.2841518952, ""u1"": 1.534048917352105e-07}",259.28655320405426,259.28655320405426,259.66728249654545,259.66728249654545
expanded,heavy,NGC6946,58,k1_Q,logsvt,3,800.6803875721704,14.557825228584916,807.1248320166148,598.2082407357578,812.8617166038097,598.208240735758,1624685698.4879725,2,3,1.0,logB;logQ,"{""B"": 1202604.2831042951, ""Q"": 3.7751345442910615e-11, ""u1"": 1.5340489170494861e-07}",261.5128158488212,263.3469962331051,261.8935451413124,263.72772552559627
expanded,heavy,NGC6946,58,k1_L,logsvt,3,800.6803599507937,14.557824726378067,807.1248043952381,598.2082131143811,812.861688982433,598.2082131143811,408221691.14180434,1,3,1.0,,"{""B"": 0.0006121302881415454, ""L"": 0.36897014713170373, ""u1"": 0.0004853818438273301}",261.5127882274445,263.34696861172836,261.8935175199357,263.72769790421955
expanded,heavy,NGC6946,58,k1_L_Q,logsvt,4,800.6803599817432,14.827414073735985,809.4350769628753,600.5184856820183,816.9221320239288,602.2686561558771,2235834359.05974,1,4,1.0,,"{""B"": 0.005205268761865789, ""L"": 0.3689707093084646, ""Q"": 3.5137386352254805e-10, ""u1"": 2.7710365504428255e-06}",263.8230607950817,267.40741165322424,264.2037900875729,267.78814094571544
expanded,heavy,NGC6946,58,k2,logsvt,2,541.0131050571079,9.660948304591212,545.2312868752897,336.3146955944327,549.1339910782007,334.4805152101489,39.17750994844751,2,2,0.9986852393490857,,"{""B"": 0.6949110991194155, ""u2"": 0.3089570844497876}",-0.3807292925039292,-0.3807292925039292,-1.2732925824820995e-11,-1.2732925824820995e-11
expanded,heavy,NGC6946,58,k2_Q,logsvt,3,537.758185970444,9.777421563098981,544.2026304148884,335.2860391340314,549.9395150020832,335.28603913403145,14945351.79511251,3,3,0.9999999824297822,,"{""B"": 164735.55828313765, ""Q"": 451.1552230784525, ""u2"": 0.0006860117719632136}",-1.409385752905223,0.4247946313786315,-1.0286564604140267,0.8055239238698277
expanded,heavy,NGC6946,58,k2_L,logsvt,3,202.47214683641252,3.681311760662046,208.91659128085698,0.0,214.65347586805177,0.0,31.33804990123461,3,3,0.7952380925818255,,"{""B"": 0.7528932619898744, ""L"": -1.8731853214724805, ""u2"": 2.568300121427469}",-336.6954248869366,-334.8612445026528,-336.3146955944454,-334.4805152101616
expanded,heavy,NGC6946,58,k2_L_Q,logsvt,4,202.4721468371512,3.749484200687985,211.22686381828328,2.3102725374263002,218.7139188793369,4.060443011285116,3662152326.4881067,3,4,0.9121707955881241,logQ,"{""B"": 0.7528932641800841, ""L"": -1.8731853005781245, ""Q"": 3.775134600889021e-11, ""u2"": 2.568300071371016}",-334.38515234951035,-330.8008014913677,-334.00442305701915,-330.4200721988765
expanded,heavy,NGC6946,58,k12,logsvt,3,541.0131050822995,9.836601910587264,547.457549526744,338.54095824588694,553.1944341139388,338.540958245887,,2,2,0.9986852549248086,logu1,"{""B"": 0.6949153819574176, ""u1"": 3.775134548263017e-11, ""u2"": 0.30895499919904656}",1.8455333589503198,3.679713743234174,2.226262651441516,4.0604430357253705
expanded,heavy,NGC6946,58,k12_Q,logsvt,4,537.7642472721953,9.958597171707321,546.5189642533275,337.60237297247045,554.006019314381,339.3525434463292,277334785.29699606,3,4,0.9999999922245266,logu1,"{""B"": 88221.83117763899, ""Q"": 329.96168599286364, ""u1"": 3.775134544279111e-11, ""u2"": 0.0009375474040097109}",0.906948085533827,4.491298943676384,1.2876773780250232,4.87202823616758
expanded,heavy,NGC6946,58,k12_L,logsvt,4,201.42808210791554,3.730149668665103,210.18279908904762,1.266207808190643,217.66985415010123,3.016378282049459,1569.9376996563424,4,4,0.9996256853739085,,"{""B"": 1.214499395144135, ""L"": -2.8027758987341524, ""u1"": 0.3549461539074935, ""u2"": 1.8684264594863056}",-335.429217078746,-331.84486622060336,-335.0484877862548,-331.46413692811217
expanded,heavy,NGC6946,58,k12_L_Q,logsvt,5,201.42808210866662,3.8005298511069174,212.58192826251278,3.6653369816557984,221.7302971613987,7.0768212933469385,62237109026.95914,4,5,0.999875317122191,,"{""B"": 1.2144918919737682, ""L"": -2.8027618057769352, ""Q"": 3.854150076334681e-11, ""u1"": 0.35494272433400736, ""u2"": 1.868434488341209}",-333.0300879052809,-327.7844232093059,-332.6493586127897,-327.4036939168147
expanded,heavy,NGC6946,58,C,logsvt,1,1593.8055428035668,27.96150075093977,1595.8769713749955,1386.9603800941386,1597.8659858141132,1383.2125099460613,1.0,1,1,0.0,,"{""C"": 0.09984499429754813}",1050.2649552072019,1048.3512654434085,1050.645684499693,1048.7319947358997
expanded,heavy,NGC6946,58,C_Q,logsvt,2,1593.8055428906184,28.4608132659039,1598.0237247088003,1389.1071334279434,1601.9264289117114,1387.2729530436595,4032425912.8797603,1,2,1.0,logQ,"{""C"": 0.09984499159628273, ""Q"": 3.775134544279111e-11}",1052.4117085410066,1052.4117085410066,1052.7924378334978,1052.7924378334978
expanded,heavy,NGC6946,58,C_L,logsvt,2,800.6803599923389,14.297863571291767,804.8985418105208,595.9819505296638,808.8012460134318,594.14777014538,2805459573.547747,1,2,1.0,logC,"{""C"": 3.7751345484231156e-11, ""L"": 0.3689707387444644}",259.28652564272716,259.28652564272716,259.66725493521835,259.66725493521835
expanded,heavy,NGC6946,58,C_L_Q,logsvt,3,800.6803600108436,14.557824727469884,807.1248044552881,598.2082131744311,812.8616890424829,598.2082131744312,,1,2,0.9999999999999998,logC;logQ,"{""C"": 3.7751345516357926e-11, ""L"": 0.3689707415448236, ""Q"": 3.775134894358263e-11}",261.51278828749446,263.3469686717783,261.89351757998566,263.7276979642695
expanded,heavy,NGC6946,58,C_k1,logsvt,3,800.6803877365313,14.557825231573297,807.1248321809758,598.2082409001188,812.8617167681706,598.2082409001189,657386072.4251263,2,3,1.0,logC;logB,"{""B"": 1202604.2839103318, ""C"": 3.775134544279111e-11, ""u1"": 1.5340489184352098e-07}",261.51281601318215,263.346996397466,261.89354530567334,263.7277256899572
expanded,heavy,NGC6946,58,C_k1_Q,logsvt,4,800.6803877550361,14.827414588056225,809.4351047361682,600.5185134553112,816.9221597972218,602.26868392917,,2,3,1.0,logC;logB;logQ,"{""B"": 1202604.2841523439, ""C"": 3.7751345847422536e-11, ""Q"": 3.775135103247434e-11, ""u1"": 1.5340489148973758e-07}",263.8230885683746,267.40743942651716,264.2038178608658,267.78816871900835
expanded,heavy,NGC6946,58,C_k1_L,logsvt,4,800.6803601290052,14.827414076463059,809.4350771101373,600.5184858292803,816.9221321711908,602.2686563031391,2436812611.019062,1,4,1.0,,"{""B"": 0.0024420872946764745, ""C"": 5.599940522217008e-11, ""L"": 0.36897004550911616, ""u1"": 0.00014200859727332523}",263.82306094234366,267.4074118004862,264.20379023483486,267.7881410929774
expanded,heavy,NGC6946,58,C_k1_L_Q,logsvt,5,800.6803603999264,15.107176611319366,811.8342065537726,602.9176152729156,820.9825754526585,606.3290995846066,,1,4,1.0,logQ,"{""B"": 0.006745100419806341, ""C"": 3.91230171353508e-11, ""L"": 0.36896748183333433, ""Q"": 3.784935016475883e-11, ""u1"": 0.000240500889846406}",266.22219038597893,271.46785508195387,266.60291967847013,271.84858437444507
expanded,heavy,NGC6946,58,C_k2,logsvt,3,541.0131052245506,9.836601913173647,547.4575496689951,338.54095838813805,553.1944342561899,338.5409583881381,1277431578.17735,2,3,0.9997820375644336,logC,"{""B"": 0.6949150022710129, ""C"": 3.775134544282196e-11, ""u2"": 0.30895518495158536}",1.8455335012014302,3.6797138854852847,2.2262627936926265,4.060443177976481
expanded,heavy,NGC6946,58,C_k2_Q,logsvt,4,537.7579371107454,9.958480316865655,546.5126540918775,337.5960628110205,553.999709152931,339.34623328487925,,3,3,0.9999999854974865,,"{""B"": 176341.59797511695, ""C"": 3.7990782545295065e-11, ""Q"": 466.79990276162783, ""u2"": 0.0006630409548095353}",0.9006379240838669,4.484988782226424,1.2813672165750631,4.86571807471762
expanded,heavy,NGC6946,58,C_k2_L,logsvt,4,202.47214686124667,3.7494842011341976,211.22686384237875,2.3102725615217707,218.71391890343236,4.060443035380587,4153797066.188535,3,4,0.9983475185947823,logC,"{""B"": 0.7528932586953643, ""C"": 3.7751731244756516e-11, ""L"": -1.8731853154621685, ""u2"": 2.5683001279382855}",-334.3851523254149,-330.8008014672722,-334.0044230329237,-330.420072174781
expanded,heavy,NGC6946,58,C_k2_L_Q,logsvt,5,202.47214687301872,3.820229186283372,213.62599302686488,4.709401746007899,222.7743619257508,8.120886057699039,5691121618.5027485,3,5,0.998456747536736,,"{""B"": 0.7528932610214073, ""C"": 4.9193632419032764e-11, ""L"": -1.8731853075336613, ""Q"": 2.1699030636019492e-10, ""u2"": 2.568300100199689}",-331.98602314092875,-326.7403584449538,-331.60529384843755,-326.3596291524626
expanded,heavy,NGC6946,58,C_k12,logsvt,4,541.0131052499261,10.018761208331965,549.7678222310582,340.85123095020117,557.2548772921117,342.60140142405993,5200948018.16315,2,4,1.0,logC;logu1,"{""B"": 0.6949160466950907, ""C"": 3.775135233486664e-11, ""u1"": 3.775148299496009e-11, ""u2"": 0.308954676272647}",4.155806063264549,7.740156921407106,4.5365353557557455,8.120886213898302
expanded,heavy,NGC6946,58,C_k12_Q,logsvt,5,537.7640754647339,10.146491989900639,548.9179216185801,340.00133033772306,558.066290517466,343.4128146494142,,3,4,0.9999999928439034,logu1,"{""B"": 99880.67533719933, ""C"": 5.029856154514697e-11, ""Q"": 351.142849066009, ""u1"": 3.775134544279111e-11, ""u2"": 0.0008811257964120358}",3.3059054507864403,8.551570146761378,3.6866347432776365,8.932299439252574
expanded,heavy,NGC6946,58,C_k12_L,logsvt,5,201.4280844634912,3.8005298955375695,212.58193061733735,3.665339336480372,221.73029951622328,7.076823648171512,2066283561.0791447,4,5,1.0,,"{""B"": 1.214505604739196, ""C"": 3.6317796688611498e-09, ""L"": -2.802787397411142, ""u1"": 0.3549489432062246, ""u2"": 1.8684196598081808}",-333.0300855504563,-327.7844208544813,-332.6493562579651,-327.4036915619901
expanded,heavy,NGC6946,58,C_k12_L_Q,logsvt,6,201.42808909733114,3.8736170980255986,215.07514792086056,6.158556640003582,225.79074716060967,11.137271292557898,3405971282.4418244,4,6,1.0,,"{""B"": 1.2145002003110603, ""C"": 7.001251923871263e-09, ""L"": -2.802778081722494, ""Q"": 1.494013736141911e-07, ""u1"": 0.35494655096126776, ""u2"": 1.8684263722331385}",-330.53686824693307,-323.7239732100949,-330.1561389544419,-323.34324391760373
expanded,heavy,NGC6946,58,cored_log,cored_log,2,541.0131050571206,9.66094830459144,545.2312868753024,336.3146955944454,549.1339910782134,334.4805152101616,46.10775391152229,2,2,0.9986852396334128,,"{""H"": 2.779643794859382, ""Rc"": 1.7990816143070425}",-0.38072929249119625,-0.38072929249119625,0.0,0.0
expanded,heavy,NGC6946,58,pISO,piso,2,541.3938343496118,9.667747041957353,545.6120161677936,336.6954248869366,549.5147203707046,334.8612445026528,51.25195454935462,2,2,0.9989291085771586,,"{""H"": 5.1127905607793585, ""Rc"": 1.4119643064274232}",0.0,0.0,0.38072929249119625,0.38072929249119625
expanded,heavy,NGC6946,58,NFW,nfw,2,805.1233831846066,14.37720327115369,809.3415650027885,600.4249737219315,813.2442692056994,598.5907933376477,222.6201726175757,2,2,0.9999261711497078,logc,"{""V200"": 2.417674346539691, ""c"": 0.5000000000088339}",263.72954883499483,263.72954883499483,264.110278127486,264.110278127486
expanded,heavy,NGC7331,36,baryons,logsvt,0,4536.654775057961,126.01818819605448,4536.654775057961,4097.238916029058,4536.654775057961,4093.2383592136894,,0,0,,,{},3302.7244468972303,3299.921045383954,3302.7244670821456,3299.92106556887
expanded,heavy,NGC7331,36,Q,logsvt,1,4536.654775509091,129.61870787168831,4538.772422567915,4099.356563539011,4540.238294447548,4096.821878603276,,0,0,0.0,logQ,"{""Q"": 3.775134546892702e-11}",3304.842094407184,3303.5045647735406,3304.8421145920993,3303.5045849584562
expanded,heavy,NGC7331,36,L,logsvt,1,1597.6547209487003,45.647277741391434,1599.7723680075237,1160.3565089786202,1601.2382398871564,1157.8218240428846,1.0,1,1,0.0,,"{""L"": 0.43470631277988775}",365.8420398467929,364.5045102131496,365.84206003170834,364.50453039806507
expanded,heavy,NGC7331,36,L_Q,logsvt,2,1597.6547209781497,46.98984473465146,1602.018357341786,1162.6024983128825,1604.821758855062,1161.4053430107901,3324534370.406566,1,2,1.0,logQ,"{""L"": 0.43470631225754797, ""Q"": 3.775137039246451e-11}",368.08802918105516,368.08802918105516,368.0880493659706,368.0880493659706
expanded,heavy,NGC7331,36,k1,logsvt,2,1597.6547822388127,46.989846536435664,1602.018418602449,1162.6025595735455,1604.821820115725,1161.405404271453,72617909.07866098,2,2,1.0,logB,"{""B"": 1202604.2838096223, ""u1"": 1.8073541125349803e-07}",368.0880904417181,368.0880904417181,368.0881106266336,368.0881106266336
expanded,heavy,NGC7331,36,k1_Q,logsvt,3,1597.6547822682621,48.413781280856426,1604.4047822682621,1164.9889232393587,1608.4053390836305,1164.9889232393587,3644862083.375643,2,3,1.0,logB;logQ,"{""B"": 1202604.2841102318, ""Q"": 3.775134544279111e-11, ""u1"": 1.8073541082231426e-07}",370.4744541075313,371.67160940962367,370.47447429244676,371.6716295945391
expanded,heavy,NGC7331,36,k1_L,logsvt,3,1597.6547209499347,48.41377942272529,1604.4047209499347,1164.9888619210312,1608.405277765303,1164.9888619210312,1.4846931372210526e+19,1,2,1.0,,"{""B"": 9.09362669679011e-05, ""L"": 0.43470629608987826, ""u1"": 9.326610891246199e-05}",370.4743927892039,371.67154809129624,370.47441297411933,371.6715682762117
expanded,heavy,NGC7331,36,k1_L_Q,logsvt,4,1597.6547215575458,49.92671004867331,1606.945044138191,1167.5291851092875,1611.9887973113703,1168.5723814670985,1908394855.4237916,1,4,1.0,,"{""B"": 0.0026802849517520437, ""L"": 0.4347059972888999, ""Q"": 7.618367727052921e-10, ""u1"": 5.895904555928232e-05}",373.0147159774601,375.2550676373635,373.0147361623756,375.25508782227894
expanded,heavy,NGC7331,36,k2,logsvt,2,1229.5666551762577,36.163725152242876,1233.930291539894,794.5144325109904,1236.7336930531699,793.3172772088981,143736568.26667967,1,2,1.0,logB,"{""B"": 1202603.2520602066, ""u2"": 1.3317695129913089e-07}",-3.662083690869622e-05,-3.662083690869622e-05,-1.6435921452284674e-05,-1.6435921452284674e-05
expanded,heavy,NGC7331,36,k2_Q,logsvt,3,1229.5666551768106,37.259595611418504,1236.3166551768106,796.9007961479072,1240.317211992179,796.9007961479072,510602395.88699204,1,3,1.0,logB,"{""B"": 1202483.0299388396, ""Q"": 3.189044713274607e-07, ""u2"": 1.3319033238095657e-07}",2.386327016079804,3.583482318172173,2.38634720099526,3.5835025030876295
expanded,heavy,NGC7331,36,k2_L,logsvt,3,432.6658590289035,13.1110866372395,439.4158590289035,0.0,443.41641584427185,0.0,103.68548783297568,3,3,0.9522220038404562,,"{""B"": 1.8664663420701553, ""L"": -4.524741624374, ""u2"": 1.878875857024246}",-794.5144691318274,-793.317313829735,-794.5144489469119,-793.3172936448195
expanded,heavy,NGC7331,36,k2_L_Q,logsvt,4,432.6658590316368,13.52080809473865,441.95618161228197,2.5403225833784404,446.9999347854612,3.583518941189368,,3,3,0.9522220107708442,logQ,"{""B"": 1.8664663747282566, ""L"": -4.524741728669864, ""Q"": 3.7751497495066805e-11, ""u2"": 1.8788758679353559}",-791.9741465484489,-789.7337948885456,-791.9741263635334,-789.7337747036302
expanded,heavy,NGC7331,36,k12,logsvt,3,1229.5676990712861,37.25962724458443,1236.3176990712861,796.9018400423827,1240.3182558866545,796.9018400423827,6367876.324757079,3,3,1.0,logu1,"{""B"": 12557.969635255187, ""u1"": 3.775134544279111e-11, ""u2"": 1.2753647000489732e-05}",2.387370910555319,3.5845262126476882,2.3873910954707753,3.5845463975631446
expanded,heavy,NGC7331,36,k12_Q,logsvt,4,1229.5676990713894,38.42399059598092,1238.8580216520345,799.442162623131,1243.9017748252138,800.485358980942,1954231211.2863204,3,4,1.0,logu1,"{""B"": 12552.613992708337, ""Q"": 2.334037254886573e-10, ""u1"": 3.775134544279111e-11, ""u2"": 1.2759088544550135e-05}",4.927693491303671,7.168045151207025,4.927713676219128,7.168065336122481
expanded,heavy,NGC7331,36,k12_L,logsvt,4,432.5834735442803,13.51823354825876,441.8737961249255,2.457937096021965,446.91754929810475,3.5011334538328924,10616.177186586523,4,4,0.9997637902555669,,"{""B"": 1.9777380677333267, ""L"": -4.7285670672134295, ""u1"": 0.046650008965411036, ""u2"": 1.8090787527456205}",-792.0565320358053,-789.816180375902,-792.0565118508898,-789.8161601909866
