bounds,scenario,galaxy,points,model,family,parameter_count,chi2,chi2_reduced,aicc,delta_aicc,bic,delta_bic,condition_number,practical_rank,rank,maximum_absolute_correlation,boundary_parameters,parameters_dimensionless,delta_aicc_vs_pISO,delta_bic_vs_pISO,delta_aicc_vs_cored_log,delta_bic_vs_cored_log
primary,primary,DDO154,12,baryons,logsvt,0,70395.93204834746,5866.327670695621,70395.93204834746,70381.28348598561,70395.93204834746,70382.82876603625,,0,0,,,{},70365.81666154602,70366.18018157977,70377.90138639939,70378.26490643313
primary,primary,DDO154,12,Q,logsvt,1,70395.93367022953,6399.63033365723,70398.33367022952,70383.68510786767,70398.41857687931,70385.3152945681,1.0,1,1,0.0,logQ,"{""Q"": 1.5229979744712682e-08}",70368.21828342808,70368.66671011162,70380.30300828145,70380.75143496499
primary,primary,DDO154,12,L,logsvt,1,218.7994124644094,19.89085567858267,221.1994124644094,206.5508501025632,221.2843191141974,208.1810368029872,1.0,1,1,0.0,,"{""L"": 1.4433592219188767}",191.08402566296613,191.53245234651143,203.1687505163335,203.61717719987882
primary,primary,DDO154,12,L_Q,logsvt,2,102.11527717651254,10.211527717651254,107.44861050984586,92.80004814799969,107.08509047608854,93.98180816487836,13.630951354032435,2,2,0.9781768576085744,,"{""L"": 1.8414036807690062, ""Q"": 0.6383469967576397}",77.33322370840258,77.3332237084026,89.41794856176998,89.41794856176998
primary,primary,DDO154,12,k1,logsvt,2,120.50423797121803,12.050423797121804,125.83757130455136,111.18900894270519,125.47405127079404,112.37076895958386,41.35266289080916,2,2,0.998753794097535,,"{""B"": 1.9513674013453073, ""u1"": 0.4791923757407308}",95.72218450310808,95.7221845031081,107.80690935647547,107.80690935647547
primary,primary,DDO154,12,k1_Q,logsvt,3,102.11527759337439,11.346141954819377,111.11527759337439,96.46671523152821,109.56999754273839,96.46671523152821,657129815.5409353,2,3,0.9999999531418102,,"{""B"": 16168.887670923477, ""Q"": 0.6382421458172768, ""u1"": 5.694280640053645e-05}",80.99989079193111,79.81813077505245,93.0846156452985,91.90285562841983
primary,primary,DDO154,12,k1_L,logsvt,3,102.39558283726451,11.37728698191828,111.39558283726451,96.74702047541834,109.85030278662852,96.74702047541834,117049279.93364511,2,3,0.9999999605764451,L,"{""B"": 8078.954278086941, ""L"": -99.99999999999999, ""u1"": 0.00630291827905222}",81.28019603582123,80.09843601894258,93.36492088918862,92.18316087230995
primary,primary,DDO154,12,k1_L_Q,logsvt,4,102.1152773403632,12.7644096675454,115.82956305464891,101.18100069280274,112.05490393951521,98.95162162830503,754449420.753743,2,4,0.9999868592574442,,"{""B"": 0.003585387161148963, ""L"": 1.8413540703610916, ""Q"": 0.6383466616108028, ""u1"": 0.006918995963242025}",85.71417625320564,82.30303717182927,97.79890110657303,94.38776202519665
primary,primary,DDO154,12,k2,logsvt,2,12.697328614742535,1.2697328614742536,18.030661948075867,3.3820995862296854,17.667141914318535,4.563859603108352,11.28285221076318,2,2,0.9611354024644404,,"{""B"": 0.33730813583222896, ""u2"": 5.381668006500473}",-12.084724853367408,-12.084724853367408,-2.842170943040401e-14,-2.842170943040401e-14
primary,primary,DDO154,12,k2_Q,logsvt,3,5.6485623618461815,0.6276180402051312,14.648562361846182,0.0,13.103282311210183,0.0,102.22364396390343,3,3,0.9819832145443038,,"{""B"": 0.4353540185471092, ""Q"": 0.33288602354824604, ""u2"": 3.9080363736930956}",-15.466824439597094,-16.64858445647576,-3.382099586229714,-4.56385960310838
primary,primary,DDO154,12,k2_L,logsvt,3,9.142126954460899,1.0157918838289888,18.1421269544609,3.4935645926147174,16.5968469038249,3.4935645926147174,43.94781192542594,3,3,0.9826337934382802,,"{""B"": 0.40517159042613055, ""L"": -0.2529736440460896, ""u2"": 5.054133598114876}",-11.973259846982376,-13.155019863861042,0.11146500638500356,-1.0702950104936626
primary,primary,DDO154,12,k2_L_Q,logsvt,4,4.690745767128657,0.5863432208910822,18.405031481414373,3.756469119568191,14.630372366280659,1.5270900550704756,155.04315154458206,4,4,0.9805100200247313,,"{""B"": 0.4415400261454028, ""L"": 0.2662170607499316, ""Q"": 0.5751386515197904, ""u2"": 3.2046029072868176}",-11.710355320028903,-15.121494401405284,0.3743695333384771,-3.0367695480379044
primary,primary,DDO154,12,k12,logsvt,3,12.697328766885413,1.4108143074317125,21.697328766885413,7.048766405039231,20.152048716249414,7.048766405039231,1444746948.5350702,2,3,0.9965171328565328,logu1,"{""B"": 0.33730813679763644, ""u1"": 1.5229979744715984e-08, ""u2"": 5.381667971645874}",-8.418058034557863,-9.599818051436529,3.6666668188095173,2.484906801930851
primary,primary,DDO154,12,k12_Q,logsvt,4,4.580003587577468,0.5725004484471835,18.294289301863184,3.6457269400170027,14.519630186729469,1.4163478755192855,232.44162980269212,4,4,0.9925441193212311,,"{""B"": 0.5364840560955653, ""Q"": 0.5288992295545173, ""u1"": 0.21782862831031002, ""u2"": 2.86860017455707}",-11.821097499580091,-15.232236580956474,0.26362735378728885,-3.1475117275890945
primary,primary,DDO154,12,k12_L,logsvt,4,4.342838775235934,0.5428548469044917,18.057124489521648,3.4085621276754665,14.282465374387936,1.179183063177753,993.8133352298097,4,4,0.9983009123315916,,"{""B"": 1.3921809772335385, ""L"": -2.3118270063445303, ""u1"": 0.8631157809617805, ""u2"": 1.7158622344925418}",-12.058262311921627,-15.469401393298007,0.026462541445752663,-3.384676539930627
primary,primary,DDO154,12,k12_L_Q,logsvt,5,4.34283877692186,0.6204055395602657,24.34283877692186,9.694276415075677,16.76737202586186,3.664089714651677,8375675598.271127,4,5,0.9998021878648178,,"{""B"": 1.392182228314628, ""L"": -2.311829173362015, ""Q"": 1.898707814207914e-08, ""u1"": 0.8631158601299607, ""u2"": 1.7158608693116308}",-5.7725480245214165,-12.984494741824083,6.312176828845963,-0.8997698884567029
primary,primary,DDO154,12,C,logsvt,1,2152.3772398423107,195.6706581674828,2154.777239842311,2140.128677480465,2154.862146492099,2141.758864180889,1.0,1,1,0.0,,"{""C"": 0.8287538999355265}",2124.6618530408673,2125.110279724413,2136.746577894235,2137.1950045777803
primary,primary,DDO154,12,C_Q,logsvt,2,2152.3772819066767,215.23772819066767,2157.71061524001,2143.062052878164,2157.3470952062526,2144.2438128950425,310790623.73766565,1,2,1.0,logQ,"{""C"": 0.8287539035997462, ""Q"": 1.5229979744712682e-08}",2127.5952284385667,2127.5952284385667,2139.6799532919345,2139.679953291934
primary,primary,DDO154,12,C_L,logsvt,2,204.72787267169497,20.472787267169497,210.0612060050283,195.41264364318212,209.69768597127097,196.59440366006078,33.51456685883064,2,2,0.9569246804931634,,"{""C"": 0.05862033002725064, ""L"": 1.34361005497865}",179.94581920358505,179.94581920358502,192.0305440569524,192.0305440569524
primary,primary,DDO154,12,C_L_Q,logsvt,3,102.11528769498642,11.346143077220713,111.11528769498642,96.46672533314023,109.57000764435043,96.46672533314025,235629616.5647276,2,3,0.9987542198930915,logC,"{""C"": 1.522997974473216e-08, ""L"": 1.8414036341008537, ""Q"": 0.6383469628645684}",80.99990089354314,79.81814087666449,93.08462574691052,91.90286573003186
primary,primary,DDO154,12,C_k1,logsvt,3,120.50424648530435,13.389360720589373,129.50424648530435,114.85568412345816,127.95896643466835,114.85568412345818,502977668.8775303,2,3,0.9998779542038124,logC,"{""B"": 1.9513675619423905, ""C"": 1.522997974475743e-08, ""u1"": 0.4791923138595308}",99.38885968386107,98.20709966698242,111.47358453722845,110.29182452034979
primary,primary,DDO154,12,C_k1_Q,logsvt,4,102.11528805627694,12.764411007034617,115.82957377056265,101.18101140871647,112.05491465542895,98.95163234421877,965134028.604474,2,4,0.9999999593943466,logC,"{""B"": 17367.984342965392, ""C"": 1.5229979744712682e-08, ""Q"": 0.6382493436982731, ""u1"": 5.301143739532517e-05}",85.71418696911937,82.303047887743,97.79891182248676,94.38777274111038
primary,primary,DDO154,12,C_k1_L,logsvt,4,102.39559332723587,12.799449165904484,116.10987904152158,101.4613166796754,112.33521992638788,99.2319376151777,10678330572.349634,2,4,1.0,logC;L,"{""B"": 8078.956718416885, ""C"": 1.5229979744712682e-08, ""L"": -99.99999999999999, ""u1"": 0.006302916366060729}",85.9944922400783,82.58335315870194,98.07921709344569,94.66807801206932
primary,primary,DDO154,12,C_k1_L_Q,logsvt,5,102.11528954011916,14.587898505731308,122.11528954011916,107.46672717827298,114.53982278905917,101.436540477849,378689172.99028265,2,5,0.9999979811637927,,"{""B"": 0.10191503981481573, ""C"": 1.7539280670033368e-08, ""L"": 1.84087279540669, ""Q"": 0.6383455646115003, ""u1"": 0.0026042443044322905}",91.99990273867589,84.78795602137323,104.08462759204326,96.87268087474061
primary,primary,DDO154,12,C_k2,logsvt,3,12.697329496639657,1.4108143885155175,21.697329496639657,7.048767134793476,20.15204944600366,7.048767134793476,251503096.01809847,2,3,0.9999611831420933,logC,"{""B"": 0.3373081346555057, ""C"": 1.5229979748810912e-08, ""u2"": 5.381667781550201}",-8.418057304803618,-9.599817321682284,3.666667548563762,2.4849075316850957
primary,primary,DDO154,12,C_k2_Q,logsvt,4,5.02910297929403,0.6286378724117537,18.743388693579746,4.0948263317335645,14.96872957844603,1.8654472672358473,302.24123182709417,4,4,0.9873861109735231,,"{""B"": 0.4600177208170692, ""C"": 0.016582780346620505, ""Q"": 0.404576956236933, ""u2"": 3.5142142680797135}",-11.37199810786353,-14.783137189239913,0.7127267455038506,-2.6984123358725327
primary,primary,DDO154,12,C_k2_L,logsvt,4,6.460384953743343,0.8075481192179179,20.17467066802906,5.526108306182877,16.400011552895343,3.29672924168516,208.26651761371866,4,4,0.9942569053166891,,"{""B"": 0.5013456855830524, ""C"": 0.05655680958186903, ""L"": -0.6049540726568589, ""u2"": 4.17146865375707}",-9.940716133414217,-13.3518552147906,2.1440087199531632,-1.26713036142322
primary,primary,DDO154,12,C_k2_L_Q,logsvt,5,4.690745992114398,0.6701065703020569,24.690745992114397,10.042183630268216,17.1152792410544,4.011996929844216,1285752987.9214318,4,5,0.9805100339120242,logC,"{""B"": 0.44154001779356666, ""C"": 1.5229979744728375e-08, ""L"": 0.26621682389874907, ""Q"": 0.5751384324827554, ""u2"": 3.204603379149573}",-5.424640809328878,-12.636587526631544,6.660084044038502,-0.5518626732641643
primary,primary,DDO154,12,C_k12,logsvt,4,12.697329648782603,1.5871662060978253,26.411615363068318,11.763053001222136,22.636956247934606,9.533673936724423,1424101771.6254504,2,4,0.9999714952217944,logC;logu1,"{""B"": 0.3373081355614457, ""C"": 1.5229979745971284e-08, ""u1"": 1.522997974802754e-08, ""u2"": 5.381667749347815}",-3.7037714383749574,-7.114910519751337,8.380953414992423,4.969814333616043
primary,primary,DDO154,12,C_k12_Q,logsvt,5,4.5800038518588275,0.654286264551261,24.580003851858827,9.931441490012645,17.004537100798828,3.901254789588645,920049073.1858385,4,5,0.9925441463184326,logC,"{""B"": 0.5364839711762105, ""C"": 1.5229979744739575e-08, ""Q"": 0.5288991050018564, ""u1"": 0.21782844176440186, ""u2"": 2.8686008098267233}",-5.535382949584449,-12.747329666887115,6.549341903782931,-0.6626048135197351
primary,primary,DDO154,12,C_k12_L,logsvt,5,4.342838926439811,0.6204055609199729,24.34283892643981,9.694276564593629,16.767372175379812,3.664089864169629,2428572231.769374,4,5,0.9996459420160807,logC,"{""B"": 1.39218054418737, ""C"": 1.5229981693745433e-08, ""L"": -2.311826303175846, ""u1"": 0.8631157117296279, ""u2"": 1.7158627467813674}",-5.772547875003465,-12.984494592306131,6.312176978363915,-0.8997697389387511
primary,primary,DDO154,12,C_k12_L_Q,logsvt,6,4.342838927791226,0.7238064879652043,33.14283892779123,18.49427656594505,19.25227882651923,6.148996515309047,7798265792.768573,4,6,1.0,logC;logQ,"{""B"": 1.392180312995427, ""C"": 1.5229987307293638e-08, ""L"": -2.3118258875523425, ""Q"": 1.5233976152343053e-08, ""u1"": 0.8631156892983928, ""u2"": 1.71586299735347}",3.0274521263479564,-10.499587941166713,15.112176979715336,1.5851369122006673
primary,primary,DDO154,12,cored_log,cored_log,2,12.697328614742563,1.2697328614742562,18.030661948075895,3.382099586229714,17.667141914318563,4.56385960310838,7.507190231636798,2,2,0.9611354084443655,,"{""H"": 1.3492325456271879, ""Rc"": 0.4310637966352032}",-12.08472485336738,-12.08472485336738,0.0,0.0
primary,primary,DDO154,12,pISO,piso,2,24.782053468109943,2.478205346810994,30.115386801443275,15.466824439597094,29.751866767685943,16.64858445647576,9.896762468153,2,2,0.9778366388884601,,"{""H"": 1.8137565153852457, ""Rc"": 0.2666575186615954}",0.0,0.0,12.08472485336738,12.08472485336738
primary,primary,DDO154,12,NFW,nfw,2,117.71208076221698,11.771208076221699,123.04541409555031,108.39685173370412,122.68189406179299,109.57861175058281,26.515535974569513,2,2,0.997075862167561,,"{""V200"": 1.4495656997353552, ""c"": 4.9582047400660505}",92.93002729410703,92.93002729410705,105.01475214747441,105.01475214747443
primary,primary,NGC2403,73,baryons,logsvt,0,319317.33624339564,4374.210085525968,319317.33624339564,318699.3710556542,319317.33624339564,318688.9120372655,,0,0,,,{},318293.46230856486,318289.052818254,317923.09951886506,317918.6900285542
primary,primary,NGC2403,73,Q,logsvt,1,319317.3396277805,4434.96305038584,319319.39596580865,318701.4307780672,319321.6300872216,318693.2058810915,1.0,1,1,0.0,logQ,"{""Q"": 1.5229979765676896e-08}",318295.5220309779,318293.34666208,317925.1592412781,317922.98387238017
primary,primary,NGC2403,73,L,logsvt,1,10530.781808071642,146.26085844543948,10532.838146099812,9914.872958358346,10535.07226751279,9906.648061382626,1.0,1,1,0.0,,"{""L"": 2.0598433720050466}",9508.964211269053,9506.788842371165,9138.601421569236,9136.426052671346
primary,primary,NGC2403,73,L_Q,logsvt,2,1479.1998711827732,20.83380100257427,1483.3712997542018,865.4061120127367,1487.78079006507,859.356583934906,6.497199075561745,2,2,0.9469225254548655,,"{""L"": 3.3695447645824017, ""Q"": 2.6844352035705445}",459.4973649234437,459.4973649234437,89.13457522362569,89.13457522362569
primary,primary,NGC2403,73,k1,logsvt,2,792.8939983196268,11.167521103093335,797.0654268910554,179.10023914959027,801.4749172019236,173.05071107175957,11.355625748128352,2,2,0.9707823529693201,,"{""B"": 0.7590253349528218, ""u1"": 3.501446612087758}",-226.80850793970274,-226.80850793970274,-597.1712976395207,-597.1712976395207
primary,primary,NGC2403,73,k1_Q,logsvt,3,744.4651300166076,10.635216143094395,750.8129561035641,132.84776836209903,757.3365083400528,128.9123022098887,88.14623393302546,3,3,0.9895357099169895,,"{""B"": 0.8927390081561134, ""Q"": 0.24114267721389984, ""u1"": 2.737991157843249}",-273.06097872719397,-270.9469168015736,-643.423768427012,-641.3097065013916
primary,primary,NGC2403,73,k1_L,logsvt,3,723.637043831693,10.337672054738471,729.9848699186495,112.01968217718434,736.5084221551381,108.08421602497401,92.94250963487457,3,3,0.991121626132958,,"{""B"": 1.193136844416734, ""L"": -0.5810233915887838, ""u1"": 2.242894591024921}",-293.88906491210867,-291.7750029864883,-664.2518546119267,-662.1377926863063
primary,primary,NGC2403,73,k1_L_Q,logsvt,4,723.6370449034475,10.48749340439779,732.2252801975652,114.2600924561001,740.7988826680411,112.37467653787701,3529032832.1708183,3,4,0.9978084217501005,logQ,"{""B"": 1.1931367681794556, ""L"": -0.5810232995515382, ""Q"": 1.5230053629648058e-08, ""u1"": 2.242894732950985}",-291.6486546331929,-287.4845424735853,-662.0114443330109,-657.8473321734033
primary,primary,NGC2403,73,k2,logsvt,2,1390.0652959591475,19.578384450128837,1394.236724530576,776.271536789111,1398.6462148414444,770.2220087112803,9.342676397526924,2,2,0.8014948809255337,,"{""B"": 0.25893673599175165, ""u2"": 44.30145959128328}",370.362789699818,370.362789699818,0.0,0.0
primary,primary,NGC2403,73,k2_Q,logsvt,3,1390.0653201695982,19.85807600242283,1396.4131462565547,778.4479585150896,1402.9366984930434,774.5124923628794,524636242.69298136,2,3,0.9993505419352319,logQ,"{""B"": 0.2589367318268856, ""Q"": 1.5229979744715928e-08, ""u2"": 44.30146553090296}",372.53921142579657,374.65327335141706,2.176421725978571,4.290483651599061
primary,primary,NGC2403,73,k2_L,logsvt,3,957.8577575042935,13.683682250061336,964.20558359125,346.24039584978493,970.7291358277387,342.3049296975746,16.265095018737576,3,3,0.9620476356246563,,"{""B"": 0.18500149439416128, ""L"": 0.4952263056737643, ""u2"": 79.03403111980265}",-59.66835123950807,-57.55428931388769,-430.03114093932606,-427.9170790137057
primary,primary,NGC2403,73,k2_L_Q,logsvt,4,894.0115358533707,12.95668892541117,902.5997711474884,284.63458340602324,911.1733736179642,282.74916748780015,54.016302810775855,4,4,0.9813345135954272,,"{""B"": 0.12851616113803366, ""L"": 1.3350095917358238, ""Q"": 0.7778749053228451, ""u2"": 95.1166353382622}",-121.27416368326976,-117.11005152366215,-491.63695338308776,-487.47284122348015
primary,primary,NGC2403,73,k12,logsvt,3,647.411553622001,9.2487364803143,653.7593797089575,35.79419196749234,660.2829319454461,31.858725815282014,23.83802023462925,3,3,0.9643071855511034,,"{""B"": 0.31549295377245035, ""u1"": 5.4685044149626805, ""u2"": 25.21548768182203}",-370.11455512180066,-368.0004931961803,-740.4773448216187,-738.3632828959983
primary,primary,NGC2403,73,k12_Q,logsvt,4,647.4115553641973,9.38277616469851,655.999790658315,38.03460291684985,664.5733931287908,36.14918699862676,1201876093.767079,3,4,0.9998552617863184,logQ,"{""B"": 0.31549295614349204, ""Q"": 1.522997974474531e-08, ""u1"": 5.4685046361010246, ""u2"": 25.21548748866979}",-367.87414417244315,-363.71003201283554,-738.2369338722611,-734.0728217126535
primary,primary,NGC2403,73,k12_L,logsvt,4,647.2620424792403,9.380609311293338,655.850277773358,37.8850900318929,664.4238802438339,35.99967411366981,93.14042676359973,4,4,0.9897852178499255,,"{""B"": 0.30954465668204967, ""L"": 0.021468515631563694, ""u1"": 5.48301170046986, ""u2"": 26.25303352224349}",-368.0236570574001,-363.8595448977925,-738.3864467572181,-734.2223345976105
primary,primary,NGC2403,73,k12_L_Q,logsvt,5,647.2620439139926,9.51855946932342,658.1575663020523,40.192378560587144,668.7143411197345,40.29013498957045,2125764651.1739326,4,5,0.9985115726225336,logQ,"{""B"": 0.3095444749232073, ""L"": 0.021469121626317204, ""Q"": 1.5230568315855787e-08, ""u1"": 5.483011493836454, ""u2"": 26.253068614226976}",-365.71636852870586,-359.56908402189185,-736.0791582285239,-729.9318737217098
primary,primary,NGC2403,73,C,logsvt,1,24817.505990580456,344.68758320250635,24819.562328608623,24201.597140867158,24821.796450021604,24193.37224389144,1.0,1,1,0.0,,"{""C"": 0.7732241736909146}",23795.688393777866,23793.513024879976,23425.325604078047,23423.15023518016
primary,primary,NGC2403,73,C_Q,logsvt,2,24817.506252496147,349.5423415844528,24821.677681067576,24203.71249332611,24826.087171378444,24197.66296524828,325750893.24411637,1,2,0.9999999999999999,logQ,"{""C"": 0.7732241752072374, ""Q"": 1.5229979777662522e-08}",23797.80374623682,23797.803746236816,23427.440956537,23427.440956537
primary,primary,NGC2403,73,C_L,logsvt,2,5149.363629388094,72.52624830124076,5153.535057959522,4535.569870218057,5157.94454827039,4529.520342140227,4.010513335697272,2,2,0.86302582420135,,"{""C"": 0.250542190618908, ""L"": 1.4499413355492554}",4129.661123128764,4129.661123128764,3759.2983334289465,3759.298333428946
primary,primary,NGC2403,73,C_L_Q,logsvt,3,1247.0322600914185,17.81474657273455,1253.380086178375,635.4148984369099,1259.9036384148637,631.4794322846997,23.7357011765455,3,3,0.9411366962568899,,"{""C"": 0.05967472031174063, ""L"": 3.0629858490739057, ""Q"": 2.352546946226948}",229.50615134761688,231.62021327323737,-140.85663835220112,-138.74257642658063
primary,primary,NGC2403,73,C_k1,logsvt,3,792.8940355937445,11.327057651339208,799.241861680701,181.27667393923593,805.7654139171897,177.3412077870256,174332568.85778797,2,3,0.9999259881233958,logC,"{""B"": 0.7590253290988236, ""C"": 1.5229979744712735e-08, ""u1"": 3.5014465259954823}",-224.63207315005707,-222.5180112244367,-594.9948628498751,-592.8808009242547
primary,primary,NGC2403,73,C_k1_Q,logsvt,4,744.4651525425986,10.789350036849255,753.0533878367163,135.08820009525118,761.6269903071922,133.2027841770281,200668816.41256723,3,4,0.9977657775948441,logC,"{""B"": 0.892739016023829, ""C"": 1.5229979744736164e-08, ""Q"": 0.24114266277190494, ""u1"": 2.737990987703212}",-270.8205469940418,-266.6564348344342,-641.1833366938598,-637.0192245342522
primary,primary,NGC2403,73,C_k1_L,logsvt,4,723.6370631658381,10.487493669070117,732.2252984599558,114.26011071849064,740.7989009304316,112.37469480026755,253225381.00012675,3,4,0.9996848594237231,logC,"{""B"": 1.1931370869045013, ""C"": 1.522997974472756e-08, ""L"": -0.5810236442262552, ""u1"": 2.242894059487974}",-291.64863637080236,-287.48452421119475,-662.0114260706204,-657.8473139110127
primary,primary,NGC2403,73,C_k1_L_Q,logsvt,5,723.637064237584,10.641721532905647,734.5325866256437,116.5673988841786,745.089361443326,116.6651553131619,3420113345.309338,3,5,0.9997001077068065,logC;logQ,"{""B"": 1.19313725056049, ""C"": 1.522998031659944e-08, ""L"": -0.5810238580576158, ""Q"": 1.522998219026518e-08, ""u1"": 2.242893823552082}",-289.3413482051144,-283.1940636983004,-659.7041379049324,-653.5568533981184
primary,primary,NGC2403,73,C_k2,logsvt,3,678.486179817474,9.6926597116782,684.8340059044305,66.86881816296534,691.3575581409191,62.933352010755016,16.468537658275004,3,3,0.5406779570569674,,"{""B"": 0.24510597643198473, ""C"": 0.10631152161609075, ""u2"": 27.90736876641974}",-339.03992892632766,-336.9258670007073,-709.4027186261457,-707.2886567005253
primary,primary,NGC2403,73,C_k2_Q,logsvt,4,678.4861899796047,9.833133188110212,687.0744252737223,69.10923753225723,695.6480277441982,67.22382161403414,665791345.2002783,3,4,0.9619590065929905,logQ,"{""B"": 0.2451059775104844, ""C"": 0.10631152367779692, ""Q"": 1.5229979744712682e-08, ""u2"": 27.90736835396165}",-336.7995095570358,-332.63539739742816,-707.1622992568538,-702.9981870972462
primary,primary,NGC2403,73,C_k2_L,logsvt,4,611.2623683655705,8.858874903848848,619.8506036596882,1.8854159182230887,628.4242061301641,0.0,29.59285880166833,4,4,0.9621302270953696,,"{""B"": 0.20389283582753712, ""C"": 0.08830926611581402, ""L"": 0.2662529467506773, ""u2"": 38.231205137278316}",-404.0233311710699,-399.8592190114623,-774.3861208708879,-770.2220087112803
primary,primary,NGC2403,73,C_k2_L_Q,logsvt,5,611.2623696139025,8.989152494322095,622.1578920019622,4.192704260497067,632.7146668196444,4.290460689480369,2194343485.3110347,4,5,0.962130216922224,logQ,"{""B"": 0.20389282063984565, ""C"": 0.08830926061819273, ""L"": 0.26625305020346146, ""Q"": 1.5229979744714684e-08, ""u2"": 38.231210742756176}",-401.71604282879593,-395.56875832198193,-772.0788325286139,-765.9315480217999
primary,primary,NGC2403,73,C_k12,logsvt,4,619.4463566165035,8.977483429224689,628.0345919106212,10.069404169156087,636.6081943810971,8.183988250932998,81.28016889157291,4,4,0.9072466300554877,,"{""B"": 0.28565930587012234, ""C"": 0.04808752151861588, ""u1"": 3.197038998691642, ""u2"": 26.04165526372068}",-395.8393429201369,-391.6752307605293,-766.2021326199549,-762.0380204603473
primary,primary,NGC2403,73,C_k12_Q,logsvt,5,619.4463606209748,9.10950530324963,630.3418830090345,12.376695267569403,640.8986578267168,12.474451696552705,1198094859.8397524,4,5,0.964381038048092,logQ,"{""B"": 0.2856593208092951, ""C"": 0.048087503173072255, ""Q"": 1.523001901883913e-08, ""u1"": 3.197040059649133, ""u2"": 26.041654208692577}",-393.5320518217236,-387.3847673149096,-763.8948415215416,-757.7475570147276
primary,primary,NGC2403,73,C_k12_L,logsvt,5,607.0696653534054,8.927495078726551,617.9651877414651,0.0,628.5219625591474,0.09775642898330261,199.62261096883037,5,5,0.9663123218932372,,"{""B"": 0.22929365913754185, ""C"": 0.06873207274977841, ""L"": 0.1943150084823701, ""u1"": 1.5645109891135187, ""u2"": 34.85267199671422}",-405.908747089293,-399.761462582479,-776.271536789111,-770.124252282297
primary,primary,NGC2403,73,C_k12_L_Q,logsvt,6,607.0696668508417,9.06074129628122,620.342394123569,2.37720638210385,632.8124234977321,4.388217367568018,2675096258.2718205,5,6,0.9952960374596466,logQ,"{""B"": 0.2292932447097157, ""C"": 0.06873234330847336, ""L"": 0.194316223603885, ""Q"": 1.522998136333161e-08, ""u1"": 1.5644893761910124, ""u2"": 34.852736150992065}",-403.53154070718915,-395.4710016438943,-773.8943304070071,-765.8337913437123
primary,primary,NGC2403,73,cored_log,cored_log,2,1390.0652959591475,19.578384450128837,1394.236724530576,776.271536789111,1398.6462148414444,770.2220087112803,4.9828980958361155,2,2,0.8014948964855046,,"{""H"": 1.0357469441556393, ""Rc"": 0.15024187082499993}",370.362789699818,370.362789699818,0.0,0.0
primary,primary,NGC2403,73,pISO,piso,2,1019.7025062593295,14.362007130413092,1023.8739348307581,405.908747089293,1028.2834251416264,399.8592190114623,6.394532758567404,2,2,0.8879367184989163,,"{""H"": 1.217182854685351, ""Rc"": 0.07594391376787905}",0.0,0.0,-370.362789699818,-370.362789699818
primary,primary,NGC2403,73,NFW,nfw,2,710.8908681816104,10.012547439177611,715.0622967530389,97.09710901157382,719.4717870639072,91.04758093374312,9.476528122799804,2,2,0.9687665512545693,,"{""V200"": 0.8383254539565577, ""c"": 11.842225678328052}",-308.8116380777192,-308.8116380777192,-679.1744277775372,-679.1744277775372
primary,primary,NGC2841,50,baryons,logsvt,0,37314.68849884974,746.2937699769948,37314.68849884974,37241.18429458797,37314.68849884974,37235.96996470212,,0,0,,,{},37233.78696276638,37230.21823590446,37238.955614148406,37235.38688728649
primary,primary,NGC2841,50,Q,logsvt,1,37314.68957835533,761.5242771092924,37316.77291168866,37243.26870742689,37318.60160136075,37239.88306721313,1.0,1,1,0.0,logQ,"{""Q"": 1.5229979744712682e-08}",37235.871375605304,37234.13133841547,37241.04002698733,37239.2999897975
primary,primary,NGC2841,50,L,logsvt,1,3313.3723605930345,67.6198440937354,3315.455693926368,3241.9514896645956,3317.2843835984627,3238.5658494508407,1.0,1,1,0.0,,"{""L"": 1.1235314013448396}",3234.5541578430084,3232.814120653183,3239.7228092250366,3237.982772035211
primary,primary,NGC2841,50,L_Q,logsvt,2,1326.701143427578,27.63960715474121,1330.9564625765142,1257.4522583147418,1334.5251894384344,1255.8066552908124,9.062100560136301,2,2,0.9716732562033564,,"{""L"": 2.5277656691627324, ""Q"": 2.0190207807982397}",1250.0549264931549,1250.0549264931549,1255.2235778751829,1255.2235778751829
primary,primary,NGC2841,50,k1,logsvt,2,79.32104526746085,1.6525217764054343,83.57636441639701,10.072160154624584,87.14509127831714,8.426557130695059,17.9383369035196,2,2,0.7696546229643727,,"{""B"": 0.3685725273040038, ""u1"": 34.153669868745986}",2.674828333037553,2.674828333037553,7.843479715065513,7.843479715065513
primary,primary,NGC2841,50,k1_Q,logsvt,3,79.32104735084016,1.687681858528514,85.84278648127494,12.338582219502513,91.05711636712459,12.338582219502513,265941740.49349144,2,3,0.9999440140905557,logQ,"{""B"": 0.36857253008749946, ""Q"": 1.522997974474228e-08, ""u1"": 34.153670051815226}",4.941250397915482,6.5868534218450066,10.109901779943442,11.755504803872967
primary,primary,NGC2841,50,k1_L,logsvt,3,78.97575336788235,1.68033517804005,85.49749249831713,11.9932882365447,90.71182238416678,11.9932882365447,44.88693468169154,3,3,0.9694046684867762,,"{""B"": 0.35989517595971376, ""L"": 0.02127799233816881, ""u1"": 37.75012957196992}",4.595956414957669,6.241559438887194,9.76460779698563,11.410210820915154
